1.0,0.2224369,10.0,0.23297542,0.23960127,0.2421981,0.23880632,0.22701067,0.24014916,0.23675244,0.23814452,0.24352603,0.2224369,0.22764635,0.23612595,0.24553888,0.22564045,0.24802451,0.22569337,0.23802371,0.23613855,0.25049365,0.2421638,0.24450187,0.23222107,0.23415856,0.23952992,0.22501394,0.23672259,0.23881653,0.23689985,0.24870022,0.23442231,0.23098248,0.23057942
2.0,0.21771587,2.0,0.23804793,0.21771587,0.23904753,0.24156193,0.23240267,0.23435552,0.25044993,0.23432405,0.2424693,0.2224369,0.25050825,0.24315822,0.24937978,0.24300641,0.22924477,0.23890682,0.23707385,0.23728012,0.24876033,0.24246672,0.23601477,0.23603904,0.23788708,0.24612929,0.22501394,0.23456688,0.23567925,0.22676979,0.22224039,0.24586284,0.24060315,0.23103634
3.0,0.21771587,2.0,0.24440601,0.21771587,0.22995597,0.23776335,0.24227819,0.24049678,0.2345295,0.25476086,0.22500971,0.24021356,0.24243373,0.24249017,0.22379377,0.22698309,0.24353859,0.2343766,0.24777809,0.2274477,0.24924056,0.24163236,0.23522915,0.226223,0.2312286,0.23198241,0.24348512,0.2283946,0.22748592,0.24118128,0.22224039,0.24097863,0.24152564,0.24749814
4.0,0.21771587,2.0,0.22975239,0.21771587,0.22947416,0.2303369,0.23293912,0.24337997,0.23943014,0.24335723,0.2519559,0.22249398,0.23982656,0.2343707,0.2309182,0.23709406,0.23780918,0.22217435,0.23004359,0.23190305,0.25500384,0.23044942,0.23843732,0.2344035,0.24590378,0.23462354,0.24474995,0.23769379,0.23873498,0.23740675,0.22224039,0.24138044,0.23514257,0.23224404
5.0,0.21771587,2.0,0.24060468,0.21771587,0.23902465,0.23320353,0.2471002,0.2578688,0.22894403,0.22492206,0.2321612,0.23721734,0.244346,0.24532205,0.24577592,0.24533208,0.22278355,0.22217435,0.22712377,0.23080452,0.23193249,0.2391237,0.2338547,0.24133493,0.22888723,0.22302076,0.24103996,0.23928688,0.22989918,0.22428642,0.24969134,0.23148149,0.23522958,0.24382475
6.0,0.21771587,2.0,0.24187988,0.21771587,0.23986255,0.24020712,0.2266826,0.24521457,0.24551311,0.23850867,0.23964123,0.23638162,0.24788575,0.24392979,0.24259436,0.22669971,0.25604686,0.22217435,0.24136426,0.22697593,0.2520632,0.22364342,0.23678447,0.25610864,0.24433985,0.22759522,0.22546896,0.23770158,0.23228103,0.22973156,0.23220359,0.23742624,0.22648363,0.24433388
7.0,0.21771587,2.0,0.22817712,0.21771587,0.24451877,0.22455414,0.25079012,0.23778525,0.21978208,0.22380577,0.22570775,0.24453194,0.23623139,0.24186935,0.24258679,0.24635361,0.24210028,0.22217435,0.2343156,0.2429668,0.23125997,0.23552723,0.24373719,0.24024482,0.23323308,0.23151349,0.2323431,0.22972384,0.22852278,0.23650551,0.23358727,0.23280546,0.23319677,0.2326136
8.0,0.21717352,18.0,0.23638175,0.21771587,0.22860649,0.2262491,0.23256965,0.23963942,0.21978208,0.2398656,0.23567708,0.23838283,0.22490557,0.22792713,0.2298528,0.24638061,0.24207735,0.22347294,0.2329975,0.21717352,0.23558632,0.24824981,0.23503254,0.23483303,0.23072664,0.24752139,0.2357967,0.23307085,0.22345278,0.2387772,0.23807251,0.24239092,0.22648779,0.23552474
9.0,0.21717352,18.0,0.22793987,0.21771587,0.2361143,0.23443253,0.22738473,0.2331461,0.2321402,0.23188776,0.2227236,0.23655424,0.2295409,0.25450245,0.24606396,0.23884228,0.2388345,0.2305966,0.25093043,0.21717352,0.23066808,0.23528717,0.23644859,0.23716085,0.23079558,0.2363928,0.2567685,0.2339071,0.22992115,0.22188382,0.23512237,0.23685186,0.24119529,0.23267739
10.0,0.21717352,18.0,0.23546033,0.21771587,0.23571377,0.23561403,0.23384543,0.23183107,0.23634326,0.23129247,0.23758556,0.21854055,0.23157592,0.23065752,0.24479422,0.2296206,0.2522308,0.22778149,0.25115937,0.21717352,0.22939076,0.23372278,0.24554701,0.22530134,0.23328577,0.23429191,0.22998373,0.24204165,0.2472843,0.244686,0.25147858,0.23081829,0.24606007,0.22877331
11.0,0.21717352,18.0,0.24087712,0.21771587,0.23597935,0.23195729,0.21994834,0.22976294,0.24931127,0.24232122,0.24931566,0.22783281,0.24229322,0.23000926,0.23890615,0.22577292,0.25224417,0.24683022,0.23861416,0.21717352,0.22476305,0.21945204,0.2387952,0.2336865,0.24299033,0.22648288,0.26114917,0.22246572,0.24377091,0.24108854,0.22977298,0.24448104,0.2447677,0.23669276
12.0,0.21717352,18.0,0.23321123,0.21771587,0.24077226,0.22556426,0.22656544,0.2410548,0.24494378,0.2329478,0.2287854,0.25322604,0.23930186,0.22593215,0.23982538,0.24599186,0.22958986,0.2560849,0.23303303,0.21717352,0.24386339,0.23403504,0.23541933,0.23864414,0.2371053,0.25886297,0.220284,0.23426344,0.23845933,0.23013632,0.22485767,0.24189901,0.24985935,0.23212515
13.0,0.21717352,18.0,0.24445216,0.21771587,0.23855127,0.2280564,0.24023359,0.24026068,0.24260615,0.24879876,0.22946887,0.23195751,0.22612847,0.2476978,0.2492073,0.23313825,0.23925984,0.23933664,0.22716893,0.21717352,0.23349662,0.23070736,0.23391202,0.22159873,0.2245939,0.2336641,0.25088128,0.24976808,0.2283126,0.24704112,0.21915591,0.2417659,0.24118583,0.22885522
14.0,0.21717352,18.0,0.22689502,0.21771587,0.24375896,0.23967119,0.23808055,0.23454492,0.23386066,0.23714523,0.2459034,0.23638523,0.24739574,0.23221745,0.23060754,0.23600242,0.2550242,0.24882014,0.22616726,0.21717352,0.2241357,0.23829384,0.22244188,0.23009296,0.22869968,0.23489143,0.22835797,0.22858566,0.24309254,0.24065718,0.24879107,0.24001944,0.22690079,0.2442885
15.0,0.21717352,18.0,0.2507577,0.21771587,0.22429472,0.22996318,0.2382765,0.23504722,0.24270995,0.2415688,0.2561019,0.2301618,0.24019897,0.23487332,0.24095593,0.22622599,0.2402658,0.24886438,0.23323472,0.21717352,0.2394624,0.24292113,0.238432,0.2432425,0.2388788,0.2463105,0.24405688,0.23346853,0.2306062,0.23269644,0.22976382,0.23929757,0.24245064,0.23558378
16.0,0.21717352,18.0,0.24616957,0.21771587,0.23264825,0.24660355,0.23829913,0.23441571,0.23528744,0.23188205,0.2261809,0.23082213,0.2366345,0.2398009,0.22521774,0.23774861,0.23503707,0.22878598,0.23843151,0.21717352,0.23375921,0.22431,0.22408646,0.24604245,0.23835182,0.22042084,0.23783372,0.22943625,0.22086312,0.23201473,0.22805777,0.24084213,0.23805933,0.23205635
17.0,0.21524224,28.0,0.23654056,0.21771587,0.24615513,0.23878822,0.23040394,0.23930652,0.23365496,0.23257163,0.2414409,0.23498103,0.23993984,0.23285083,0.2448369,0.2468617,0.24796945,0.23544104,0.23587668,0.21717352,0.23558281,0.23900893,0.2388691,0.23133647,0.23032008,0.22579837,0.2331071,0.22676961,0.24998601,0.21524224,0.23908463,0.232001,0.24249993,0.24712647
18.0,0.21524224,28.0,0.23531424,0.251698,0.25250584,0.24234498,0.25370508,0.234014,0.2267839,0.2505205,0.23505858,0.22945859,0.227895,0.2305324,0.23493178,0.23512706,0.23043111,0.2500334,0.23976426,0.21717352,0.22641371,0.2221941,0.2450704,0.23466758,0.24341436,0.25747347,0.23573223,0.2312187,0.2176579,0.21524224,0.23305391,0.24483258,0.22966984,0.23610733
19.0,0.21524224,28.0,0.24339567,0.22532275,0.24109568,0.24813588,0.23521505,0.24097593,0.22325438,0.22717418,0.23659514,0.24596097,0.24305415,0.23219408,0.247828,0.23695397,0.2439156,0.22944507,0.22491883,0.21717352,0.24848641,0.23383129,0.22760431,0.2502614,0.22112322,0.25376648,0.24302958,0.23559676,0.25376368,0.21524224,0.24643296,0.23197258,0.24819918,0.26079765
20.0,0.21524224,28.0,0.23803969,0.23291355,0.23177898,0.23211432,0.23142916,0.23651831,0.22937945,0.22968005,0.24242237,0.24091907,0.23432982,0.22668274,0.23937061,0.2453814,0.23075502,0.22521104,0.22566922,0.21717352,0.2298486,0.22732699,0.24786499,0.23354794,0.22974074,0.24128772,0.23674896,0.22829226,0.24673662,0.21524224,0.24860245,0.24163857,0.252111,0.22142428
21.0,0.21524224,28.0,0.23361233,0.22419679,0.24574538,0.23264864,0.24394032,0.22631599,0.22124147,0.24762875,0.24485669,0.23797357,0.2319523,0.24064334,0.22547628,0.24130742,0.24407153,0.23219104,0.25033054,0.21717352,0.25395095,0.24499574,0.24026416,0.25339094,0.24078265,0.2429979,0.24530242,0.2474318,0.2194202,0.21524224,0.2365324,0.24380031,0.23347597,0.24439725
22.0,0.21524224,28.0,0.22811343,0.24119847,0.25549182,0.23699516,0.22222836,0.23171844,0.2336259,0.2257194,0.24574053,0.25399885,0.23009342,0.2410222,0.23375909,0.22541176,0.23955686,0.24890351,0.2354631,0.21717352,0.24585593,0.23636675,0.23994412,0.23346414,0.2382161,0.23678492,0.24307783,0.23657878,0.23800932,0.21524224,0.24746317,0.23057708,0.24288736,0.24590722
23.0,0.21524224,28.0,0.24603383,0.22834706,0.22986454,0.23874584,0.24550901,0.23360667,0.22188304,0.23728234,0.23172955,0.23205516,0.24459867,0.23706461,0.24806792,0.22789392,0.23129715,0.23473698,0.2480604,0.21717352,0.23792954,0.23933439,0.24998495,0.24285449,0.23803452,0.2341385,0.24360879,0.22159529,0.24755469,0.21524224,0.23343013,0.22466838,0.22013254,0.23867038
24.0,0.21505608,13.0,0.2460388,0.25153372,0.22678778,0.24925561,0.23432526,0.24594691,0.23581973,0.22956996,0.23656094,0.2338023,0.2528485,0.22066548,0.21505608,0.23711833,0.23164846,0.2450576,0.24073982,0.21717352,0.24490471,0.23688875,0.23174472,0.23586686,0.2433023,0.23297806,0.23635457,0.24198213,0.23335105,0.21524224,0.23942792,0.2267563,0.23685782,0.23719715
25.0,0.21505608,13.0,0.23722696,0.23595804,0.24273647,0.23981784,0.23959976,0.24954934,0.22725807,0.2264685,0.24119647,0.22403839,0.22038832,0.24366307,0.21505608,0.23204178,0.24880512,0.23909444,0.22951807,0.22594675,0.23885171,0.25264102,0.22347076,0.24827711,0.24383737,0.2561761,0.24086243,0.23669691,0.23243248,0.21524224,0.22935241,0.23399134,0.24693768,0.235667
26.0,0.21505608,13.0,0.23755561,0.23191427,0.22622396,0.23607102,0.24103825,0.25627324,0.24745218,0.23697895,0.24028435,0.24236904,0.24196665,0.2428195,0.21505608,0.23959698,0.2263285,0.23905313,0.23229721,0.2266436,0.22818944,0.22912854,0.24129988,0.23734944,0.24122857,0.2398136,0.24487764,0.2417327,0.24719541,0.21524224,0.23252022,0.2304601,0.24168201,0.23953544
27.0,0.21505608,13.0,0.23395939,0.24746703,0.21848567,0.2282148,0.23341562,0.24738516,0.22765595,0.24095294,0.23501493,0.23046213,0.2459207,0.23777926,0.21505608,0.24496557,0.22011717,0.24014486,0.2280034,0.23250502,0.24318059,0.23766337,0.23331028,0.21986042,0.23079517,0.2351594,0.2413365,0.2553224,0.24083835,0.21524224,0.23422278,0.24205418,0.237504,0.22516674
28.0,0.21505608,13.0,0.2446766,0.23994662,0.23921004,0.2284607,0.25076538,0.23444061,0.23336309,0.22463967,0.24080677,0.2316125,0.23361261,0.24281316,0.21505608,0.2359326,0.24000622,0.24242221,0.23705143,0.22083962,0.23921962,0.23069993,0.23480336,0.23050821,0.24738911,0.24777557,0.23766142,0.2375974,0.23529194,0.21524224,0.23181485,0.24656273,0.22726914,0.24950321
29.0,0.21505608,13.0,0.25008714,0.22941709,0.2338074,0.24469973,0.23172766,0.2261412,0.24200693,0.2430191,0.23058628,0.22249806,0.24209929,0.23610467,0.21505608,0.23770124,0.24228744,0.22871374,0.23022892,0.24176255,0.24128412,0.2504502,0.24211353,0.24218455,0.23406287,0.24012698,0.22091526,0.23710847,0.23275942,0.21524224,0.23214675,0.24091128,0.23678121,0.2505748
30.0,0.21505608,13.0,0.2514962,0.23217714,0.24470112,0.237708,0.23305428,0.23682414,0.22504,0.24732985,0.22766446,0.2489341,0.23356426,0.23358387,0.21505608,0.24151275,0.23063757,0.23941049,0.23412119,0.24896295,0.24946849,0.24028692,0.23847997,0.23920245,0.22445354,0.22752827,0.23940903,0.24765778,0.22970018,0.21524224,0.23203067,0.23774444,0.23681384,0.23046538
31.0,0.21505608,13.0,0.23755857,0.22546913,0.24418744,0.23915155,0.23239754,0.23750104,0.24696642,0.23589002,0.23851953,0.24318725,0.2495352,0.21839002,0.21505608,0.23219535,0.23116708,0.24334289,0.23037006,0.2247131,0.24748085,0.2281445,0.22937882,0.24396233,0.23818338,0.24647641,0.21714617,0.24201219,0.23276295,0.21524224,0.23153897,0.2523252,0.23844713,0.24709699
32.0,0.21505608,13.0,0.24470374,0.24605145,0.23406999,0.23360665,0.2250513,0.25498602,0.23069897,0.24981928,0.23731121,0.24547744,0.24964127,0.22498882,0.21505608,0.234883,0.23341352,0.23055741,0.25014138,0.24689232,0.24467443,0.22674091,0.22149363,0.2354598,0.2516034,0.2336738,0.24908794,0.22841705,0.23334517,0.21524224,0.23205541,0.23738346,0.24534582,0.24198657
33.0,0.21505608,13.0,0.23169242,0.26000535,0.25132003,0.24551648,0.23069093,0.24603288,0.24901307,0.23855679,0.25096008,0.25363997,0.23736651,0.23078263,0.21505608,0.23980099,0.22385874,0.23972508,0.22019845,0.23815255,0.23150818,0.22363223,0.24494007,0.24166358,0.24464625,0.23955278,0.2328597,0.23884916,0.22491059,0.21524224,0.24737504,0.2366834,0.25063804,0.22681926
34.0,0.21505608,13.0,0.22862019,0.23106416,0.246813,0.24562581,0.22976287,0.23717515,0.23907897,0.21739435,0.22503945,0.24552889,0.25614348,0.2275195,0.21505608,0.24026288,0.23769423,0.23922887,0.23020911,0.22667272,0.24618997,0.2322261,0.22967352,0.22907682,0.24090923,0.22166018,0.23473173,0.24391873,0.23893762,0.21524224,0.23438294,0.22472394,0.24148907,0.23841488
35.0,0.21505608,13.0,0.23842138,0.23704638,0.23823473,0.23043524,0.24079916,0.2362126,0.23877709,0.23573315,0.2209157,0.23957668,0.22764735,0.22699527,0.21505608,0.22702344,0.22999309,0.23498507,0.22924748,0.24855557,0.23566681,0.23097867,0.22501293,0.23568995,0.23878387,0.22873326,0.23954388,0.23763789,0.24182442,0.21524224,0.23593749,0.24126495,0.24651028,0.24180306
36.0,0.21505608,13.0,0.23152432,0.23738055,0.24381196,0.23634186,0.24282394,0.23435354,0.2465631,0.24254201,0.24214564,0.24678919,0.24167609,0.24701473,0.21505608,0.23843214,0.2356622,0.22683746,0.24071066,0.23843014,0.23889308,0.2445022,0.23254254,0.23735578,0.23290037,0.23852143,0.2400725,0.24832478,0.22925024,0.21524224,0.22971293,0.25657818,0.22480358,0.24262355
37.0,0.21505608,13.0,0.2504949,0.23498142,0.24739124,0.24786411,0.22794591,0.2338758,0.24496078,0.2315556,0.23546231,0.23292391,0.24231608,0.23874228,0.21505608,0.22829972,0.257319,0.2287775,0.22559635,0.2370455,0.22479641,0.24180403,0.23347338,0.24582833,0.24382855,0.22852708,0.24219266,0.24679953,0.24726543,0.21524224,0.24473098,0.2402738,0.21736172,0.23202135
38.0,0.21497267,15.0,0.24790429,0.24218073,0.24669851,0.22685367,0.22564454,0.24340215,0.23804182,0.24222182,0.22711614,0.23273686,0.2311429,0.23085985,0.21505608,0.23965307,0.21497267,0.23993436,0.24376306,0.24766886,0.23780178,0.23287512,0.23343813,0.24114138,0.24111803,0.24840766,0.23823313,0.23435982,0.22755988,0.21524224,0.23525608,0.24341081,0.21829481,0.22530955
39.0,0.21115723,11.0,0.21496396,0.24662483,0.24238607,0.24340343,0.23856157,0.24348617,0.21499015,0.23615728,0.24107322,0.23993205,0.21115723,0.24581107,0.21505608,0.25500244,0.21497267,0.22852625,0.23271883,0.23484747,0.23791155,0.24780867,0.24501012,0.23194066,0.22405608,0.23508476,0.23960696,0.23631985,0.24282528,0.23274308,0.23397398,0.24110763,0.21833068,0.23155381
